,date,cusip,permno,permco,bidlo,askhi,prc,vol,ret,bid,ask,shrout,openprc,numtrd,retx,gvkey,datadate,fyearq,fqtr,fyr,tic,cusip,conm,datacqtr,datafqtr,rp,rdq,actq,altoq,ancq,aoq,arcedq,arceepsq,arceq,atq,cshfd12,ceqq,dd1q,cheq,chq,cogsq,csh12q,cshiq,cshopq,cshoq,dlcq,dlttq,dpq,dpretq,drcq,drltq,gdwlq,glaq,npq,ibcomq,ibmiiq,ibq,obkq,intanoq,intanq,invtq,lctq,lltq,lseq,ltq,niq,nopiq,oibdpq,piq,ppegtq,ppentq,prcraq,rcaq,rectq,rectrq,revtq,saleq,stkcoq,teqq,tstknq,txdbaq,txdbq,txdiq,txpq,txtq,udoltq,uinvq,ulcoq,wcapq,xintq,xoprq,xrdq,xsgaq,amcy,aqcy,capxy,cdvcy,chechy,cogsy,depcy,dltisy,dltry,dpcy,dprety,dpy,dvpy,dvy,ffoy,fincfy,gdwliay,gdwlipy,ibmiiy,intpny,invchy,ivncfy,niy,nopiy,oancfy,piy,prstkccy,prstkcy,revty,saley,scstkcy,stkcoy,txdcy,txpdy,txty,uwkcapcy,wcapchy,xopry,xrdy,xsgay,cshtrq,dvpspq,mkvaltq,prccq,prchq,prclq
234,2012-10-22,71722R10,46907.0,6638.0,2.19000005722046,2.44000005722046,2.20000004768372,4875.0,-0.00452488241717219,2.20000004768372,2.32999992370605,2389.0,2.44000005722046,32.0,-0.00452488241717219,006308,2012-06-30,2012.0,4.0,6.0,ANTP,71722R108,PHAZAR CORP,2012Q2,2012Q4,Q,2012-08-22,5.599,0.302,1.299,0.302,,,,6.898,2.308,6.189,0.0,0.529,0.529,0.938,2.308,2.392,,2.317,0.0,0.0,0.034,,0.02,0.0,0.0,,0.0,-0.48,-0.48,-0.48,1.487,0.0,0.0,2.377,0.709,0.0,6.898,0.709,-0.48,0.026,-0.327,-0.335,6.514,0.997,,,2.386,0.88,1.621,1.621,0.012,6.189,0.075,0.302,0.0,,0.0,0.145,,,,4.89,,1.948,0.105,1.01,,0.0,0.085,,-0.64,3.545,,0.0,0.0,0.131,,0.131,0.0,0.0,,0.0,,,-0.86,0.0,0.356,-0.598,-0.882,0.138,-0.042,-0.911,,0.0,6.614,6.614,,0.219,-0.036,0.0,-0.051,,,7.532,0.503,3.987,291926.0,0.0,6.2302,2.6889,2.83,2.0301
235,2012-10-22,69365410,78195.0,11888.0,2.39010000228882,2.56990003585815,2.39989995956421,6770.0,0.0389177575707436,2.41000008583069,2.49000000953674,25919.0,2.41000008583069,23.0,0.0389177575707436,026067,2012-06-30,2012.0,4.0,6.0,PVFC,693654105,PVF CAPITAL CORP,2012Q2,2012Q4,Q,2012-08-22,,,,89.678,,,,791.45,25.707,70.731,,120.11,,3.237,25.707,26.218,,25.745,0.0,36.046,0.178,,,,0.0,,,0.61,0.61,0.61,,6.867,6.867,32.797,,,791.45,720.719,0.61,-2.863,3.456,0.415,,7.237,,,541.628,,,10.254,0.086,70.731,0.473,0.0,0.0,,,-0.195,,,,,,6.798,,3.561,,0.0,0.393,,-29.181,14.856,,0.0,0.107,0.712,,0.712,0.0,0.0,,-3.443,,,-1.931,7.874,-9.668,-27.558,-1.931,-11.132,1.82,-2.15,,0.0,,38.363,,0.355,-0.219,,-0.219,,,28.669,,13.813,747197.0,0.0,52.2624,2.03,2.39,1.7
236,2012-10-22,16949B11,93193.0,53314.0,5.34000015258789,5.34999990463257,5.34000015258789,7180.0,-0.00186911260243505,5.32999992370605,5.34999990463257,4814.0,5.34999990463257,24.0,-0.00186911260243505,183904,2012-06-30,2012.0,2.0,12.0,NKBP,16949B113,CHINA NUOKANG BIO-PHARMA-ADR,2012Q2,2012Q2,Q,2012-08-22,63.142,5.167,47.933,14.331,,,,111.075,19.4075,98.016,0.0,37.157,23.691,1.354,19.2988,19.666,,19.666,1.102,2.093,,,0.0,0.0,0.0,,1.102,1.65,1.651,1.65,,8.627,8.627,2.475,6.206,6.544,111.075,12.75,1.65,0.201,,2.243,,33.602,,,18.163,17.629,11.392,11.392,,98.325,0.0,1.372,0.351,,0.325,0.592,,,,56.936,0.037,9.313,0.739,7.959,,,,,,2.65,,,,,,,0.0,,,,,,1.761,,,,1.761,0.288,,2.41,,,20.965,20.965,,,,,0.649,,,18.768,1.165,16.118,1666616.0,0.0,,5.0,5.05,3.16
237,2012-10-22,89107220,89356.0,42999.0,0.449999988079071,0.519999980926514,0.449999988079071,3137.0,-0.0625000074505806,0.449999988079071,0.455000013113022,3268.0,0.519999980926514,17.0,-0.0625000074505806,101973,2012-06-30,2012.0,2.0,12.0,TRMD.2,891072209,TORM PLC,2012Q2,2012Q2,Q,2012-08-21,260.2,0.0,2283.6,14.5,,,,2543.8,69.6,434.5,45.3,16.7,16.7,271.7,69.6,72.8,,69.57,1838.0,30.5,34.1,,1.2,5.8,0.0,,1792.7,-132.1,-132.1,-132.1,,1.8,1.8,63.6,2019.6,89.7,2543.8,2109.3,-132.1,-22.7,-15.5,-132.1,,2269.1,,,165.3,144.1,272.7,272.7,,434.5,3.23,,53.4,,0.9,0.0,,,,-1759.4,36.8,288.2,,16.5,,0.0,48.5,,-68.8,555.0,,0.1,0.0,68.1,,68.1,0.0,0.0,,-3.8,,,-210.8,,,11.1,-210.8,-15.4,-76.1,-210.6,,0.0,583.8,583.8,,,0.0,0.5,0.2,,,588.1,,33.1,2783445.0,0.0,,0.33,0.6503,0.27
238,2012-10-22,04638F10,15537.0,5225.0,8.69999980926514,8.89999961853027,-8.79999923706055,0.0,0.00571419857442379,8.69999980926514,8.89999961853027,7441.0,,0.0,0.00571419857442379,001820,2012-07-31,2012.0,2.0,1.0,ALOT,04638F108,ASTRONOVA INC,2012Q2,2012Q2,Q,2012-08-21,51.691,0.106,14.113,3.35,,,,65.804,7.4615,56.354,0.0,22.516,11.15,8.762,7.3998,9.003,0.0,7.44,0.0,0.0,0.345,,0.567,0.0,2.337,,0.0,0.288,0.288,0.288,7.397,0.0,2.337,13.946,6.816,2.634,65.804,9.45,0.987,-0.089,0.909,0.475,38.07,10.763,0.0,,11.878,11.578,14.664,14.664,0.078,56.354,1.563,0.0,1.775,,0.085,0.187,,,,44.875,0.0,13.755,0.886,4.993,,0.0,0.318,,-0.553,17.257,,0.0,0.0,0.687,,0.687,0.0,1.041,,-1.0,,,0.847,,0.183,-0.659,1.824,-0.102,1.106,0.89,,0.0,29.0,29.0,,0.125,0.111,0.769,0.043,,,27.321,1.87,10.064,154549.0,0.07,60.7476,8.165,8.68,7.54
239,2012-10-22,09857010,78050.0,11785.0,2.84999990463257,2.95000004768372,2.84999990463257,24194.0,0.0142348622903228,2.80999994277954,2.84999990463257,15954.0,2.84999990463257,112.0,0.0142348622903228,025896,2012-07-31,2012.0,2.0,1.0,BAMM,098570104,BOOKS-A-MILLION INC,2012Q2,2012Q2,Q,2012-08-21,222.047,2.663,70.124,5.819,,,,292.171,15.5605,112.251,29.42,5.23,5.23,86.088,15.5605,22.123,0.0,15.969,29.42,5.445,4.105,,,0.0,,,0.0,-0.854,-0.854,-0.854,0.0,0.0,0.0,202.796,165.35,14.57,292.171,179.92,-0.881,0.021,3.08,-1.456,243.887,64.305,0.0,,3.733,3.353,119.536,119.536,0.26,112.251,6.154,0.366,0.0,,0.0,-0.602,,,,56.697,0.452,116.456,0.0,30.368,,0.0,10.67,,-4.883,167.678,,0.0,0.0,8.275,,8.238,0.0,0.0,,29.497,,,-2.753,0.827,-1.513,-10.67,-2.823,-0.081,-23.71,-4.181,,0.0,231.798,231.798,,0.409,-0.162,0.112,-1.428,,,226.77,0.0,59.092,2432122.0,0.0,37.6868,2.36,3.27,2.36
240,2012-10-22,16938G10,92327.0,52794.0,2.83999991416931,2.91400003433228,2.83999991416931,29000.0,-0.024055041372776,2.83999991416931,2.85999989509583,21630.0,2.90000009536743,,-0.024055041372776,178525,2012-06-30,2012.0,2.0,12.0,STVVY,16938G107,CHINA DIGITALTV HLDG CO -ADS,2012Q2,2012Q2,Q,2012-08-21,233.45,0.761,11.964,10.327,,,,245.414,59.0873,220.158,0.0,180.374,180.175,5.874,58.9823,58.982,,58.982,0.0,0.0,,,7.443,0.219,0.536,,0.0,7.142,6.761,7.142,,0.32,0.856,5.465,19.831,2.028,245.414,21.859,7.142,1.373,,8.567,,1.637,,,40.041,40.041,23.806,23.806,0.773,223.555,0.0,0.507,0.0,-0.176,0.693,1.806,,,,213.619,0.195,16.417,4.249,10.543,,,,,,11.087,,,,,,,0.0,,,,,,13.484,,,,14.108,2.755,,17.53,,,45.918,45.918,,1.855,,,4.046,,,30.404,7.958,19.317,4357960.0,0.0,,2.94,3.72,2.51
241,2012-10-22,49285410,47571.0,2527.0,11.5299997329712,11.6099996566772,11.5299997329712,1200.0,-0.00603453861549497,11.539999961853,11.6099996566772,2587.0,11.5500001907349,14.0,-0.00603453861549497,006410,2012-07-31,2012.0,1.0,4.0,KEQU,492854104,KEWAUNEE SCIENTIFIC CORP,2012Q2,2012Q1,Q,2012-08-21,44.849,5.219,20.341,5.219,,,,65.19,2.5805,29.835,0.215,8.373,7.72,20.782,2.5795,,,2.587,6.716,3.417,0.658,,1.502,0.0,0.0,,6.501,0.634,0.688,0.634,86.7,0.0,0.0,11.717,20.812,12.411,65.19,33.223,0.634,0.068,1.763,1.059,43.969,15.122,,,22.542,22.542,26.683,26.683,0.064,31.967,,1.69,0.0,,0.0,0.371,,,,24.037,0.114,24.92,,4.138,,0.0,0.434,,1.532,20.782,,0.0,0.071,0.658,,0.658,0.0,0.258,,-0.612,,,0.688,,0.043,-0.383,0.634,0.068,2.73,1.059,,,26.683,26.683,,0.064,-0.037,,0.371,,,24.92,,4.138,1082808.0,0.1,30.656,11.85,13.45,7.9
242,2012-10-22,M8740S22,78629.0,26260.0,4.31010007858276,4.46999979019165,4.46999979019165,997.0,2.22955695790006e-05,4.42000007629395,4.46999979019165,8815.0,4.44999980926514,7.0,2.22955695790006e-05,014229,2012-06-30,2012.0,2.0,12.0,TATT,M8740S227,TAT TECHNOLOGIES LTD,2012Q2,2012Q2,Q,2012-08-21,86.293,5.752,19.561,7.42,,,,105.854,8.815,80.052,3.731,29.264,14.158,14.132,8.815,9.073,,8.81,3.731,1.883,,,0.0,0.0,0.0,,0.0,-3.08,-3.08,-3.08,,0.0,0.0,31.711,16.401,6.852,105.854,23.253,-4.199,-0.412,,-2.072,,12.141,,,20.111,20.111,19.449,19.449,,82.601,0.263,2.787,1.344,,0.0,1.008,,,,69.892,,17.809,0.48,3.677,,,,,,28.524,,,,,,,0.0,,,,,,-2.192,,,,-3.615,-0.177,,-0.868,,,38.323,38.323,,,,,1.324,,,35.714,0.609,7.19,189896.0,0.283,37.4425,4.25,4.8,3.71
243,2012-10-22,23962Q40,90084.0,44884.0,1.35000002384186,1.70000004768372,1.47000002861023,107806.0,0.113636344671249,1.46000003814697,1.49000000953674,2124.0,1.35000002384186,302.0,0.113636344671249,157217,2012-06-30,2012.0,2.0,12.0,DSTI,23962Q407,DAYSTAR TECHNOLOGIES INC,2012Q2,2012Q2,Q,2012-08-20,0.34,0.324,13.607,0.618,,,,13.947,1.5346,3.357,4.624,0.042,0.042,0.0,1.5346,2.201,,2.201,4.624,0.0,0.265,,0.0,0.0,0.0,,0.0,-1.371,-1.371,-1.371,,,0.0,0.0,10.59,0.0,13.947,10.59,-1.371,0.0,-0.741,-1.371,20.691,12.989,,,0.0,0.0,0.0,0.0,0.069,3.357,0.0,0.0,0.0,0.0,0.0,0.0,,,,-10.25,0.365,0.741,0.182,0.741,,0.0,0.0,,0.038,0.0,,0.0,0.0,0.853,,0.565,0.0,0.0,,0.6,,,-2.296,0.0,0.0,0.0,-2.296,0.034,-0.562,-2.296,,0.0,0.0,0.0,,0.139,0.0,,0.0,,,1.242,0.37,1.242,1120258.0,0.0,2.9714,1.35,1.7,0.9
244,2012-10-22,G3704F11,91664.0,51551.0,1.35000002384186,1.3798999786377,1.37919998168945,810.0,0.00678881211206317,1.36000001430511,1.37999999523163,13063.0,1.35000002384186,6.0,0.00678881211206317,176304,2012-06-30,2012.0,2.0,12.0,FFHL,G3704F110,FUWEI FILMS HOLDINGS CO,2012Q2,2012Q2,Q,2012-08-20,27.345,31.211,91.697,32.829,,,,119.042,13.063,86.035,0.0,12.743,6.442,12.225,13.063,13.063,,13.063,24.101,1.574,1.897,,0.0,0.0,1.618,,24.101,-1.854,-1.854,-1.854,,,1.618,6.584,31.276,1.858,119.042,33.134,-1.854,0.278,0.299,-1.84,99.024,58.868,,,3.649,3.649,14.422,14.422,,85.908,0.0,0.244,0.284,,0.0,0.014,,,,-3.931,0.52,14.123,,1.898,,0.0,0.292,,-0.576,25.222,,0.0,0.0,3.868,,3.832,0.0,0.0,,-7.634,,,-4.257,0.953,-0.009,-5.795,-4.257,0.45,12.923,-4.238,,0.0,28.874,28.874,,,0.019,0.0,0.019,,,28.777,,3.555,1211965.0,0.0,14.6306,1.12,2.48,0.8
245,2012-10-22,16112R10,93390.0,53416.0,4.53000020980835,4.75,4.69999980926514,22308.0,-0.0228690505027771,4.40000009536743,4.73999977111816,10813.0,4.75,177.0,-0.0228690505027771,184672,2012-06-30,2012.0,2.0,12.0,CHRM,16112R101,CHARM COMMUNICATIONS INC,2012Q2,2012Q2,Q,2012-08-20,337.235,1.415,16.664,9.794,,,,353.899,40.9988,220.882,0.0,124.322,124.322,24.854,39.093,38.85,,38.85,0.0,0.0,,,0.0,0.0,4.294,,0.0,0.313,0.793,0.313,,2.847,7.141,0.0,122.644,2.453,353.899,125.097,0.313,0.438,,0.835,,6.87,,,104.625,94.078,35.981,35.981,0.493,223.811,0.0,0.0,0.0,,,0.042,,,,214.591,0.0,35.584,,10.73,,,,,,48.555,,,,,,,0.0,,,,,,1.613,,,,0.865,1.008,,1.698,,,69.522,69.522,,1.267,,,0.085,,,68.832,,20.277,646666.0,0.32,,6.51,11.64,5.49
246,2012-10-22,16950M10,12352.0,53536.0,5.01000022888184,5.17999982833862,5.07999992370605,27918.0,-0.00196468154899776,5.07999992370605,5.15000009536743,14330.0,5.01000022888184,84.0,-0.00196468154899776,185542,2012-06-30,2012.0,2.0,12.0,CCIH,16950M107,CHINACACHE INTL HLDGS  -ADR,2012Q2,2012Q2,Q,2012-08-20,91.843,1.536,45.26,19.568,,,,137.103,23.6165,108.159,0.269,47.963,47.963,18.856,23.181,,,22.8,0.269,0.0,2.491,,0.0,0.0,0.0,,0.0,0.673,0.673,0.673,,0.23,0.23,0.0,28.944,0.0,137.103,28.944,0.673,0.327,3.277,1.074,,25.692,,,39.733,39.733,30.841,30.841,0.451,108.159,,0.802,0.0,,2.812,0.401,,,,62.899,0.039,27.564,2.34,8.708,,,4.641,,,36.532,,,,,,4.98,0.0,,,,,,1.073,,,,1.073,0.438,,1.919,,,59.737,59.737,,1.445,,,0.846,,,53.188,4.579,16.656,2549013.0,0.0,,5.5,6.0,4.14
247,2012-10-22,24691110,91014.0,49990.0,1.30999994277954,1.35000002384186,1.32000005245209,7130.0,0.00763367163017392,1.32000005245209,1.36000001430511,31684.0,1.30999994277954,20.0,0.00763367163017392,119474,2012-07-31,2012.0,2.0,1.0,DLIAQ,246911101,DELIAS INC,2012Q2,2012Q2,Q,2012-08-20,55.573,0.82,47.67,7.701,,,,103.243,31.2745,53.608,0.0,11.732,11.732,24.604,31.2745,31.684,0.0,31.684,0.0,0.0,2.622,,0.0,0.0,4.462,,0.0,-5.44,-5.44,-5.44,0.0,2.419,6.881,37.957,39.174,10.461,103.243,49.635,-5.213,0.248,-2.975,-5.514,99.063,39.969,0.0,,,0.0,39.808,39.808,0.193,53.608,0.0,,,,0.848,-0.074,,,,16.399,0.165,42.783,0.0,18.179,,0.0,2.682,,-16.694,50.462,,0.0,0.0,4.958,,4.958,0.0,0.0,,0.0,,,-9.759,0.297,-7.02,-2.682,-8.887,0.456,-14.012,-10.127,,0.0,81.022,81.022,,0.374,0.0,0.137,-0.368,,,86.329,0.0,35.867,2658344.0,0.0,48.4765,1.53,1.59,1.25
248,2012-10-22,34986230,37381.0,1810.0,1.16999995708466,1.22000002861023,1.16999995708466,7639.0,-0.0330579169094563,1.12999999523163,1.21000003814697,8113.0,1.22000002861023,16.0,-0.0330579169094563,062262,2012-06-30,2012.0,3.0,9.0,FORD,349862300,FORWARD INDUSTRIES INC,2012Q2,2012Q3,Q,2012-08-20,18.583,0.027,0.262,0.027,,,,18.845,8.0965,12.429,0.0,7.186,7.186,6.877,8.0965,8.812,0.0,8.105,0.0,0.0,0.03,,0.0,0.0,0.0,,0.0,-0.631,-0.631,-0.631,,0.0,0.0,2.152,6.416,0.0,18.845,6.416,-3.309,-0.018,-0.583,-0.631,,0.235,0.0,,6.149,6.149,7.664,7.664,-0.2,12.429,0.707,0.0,0.0,0.0,,0.0,,,,12.167,0.0,8.247,,1.37,,0.0,0.054,,-7.726,16.906,,0.0,0.0,0.083,,0.083,0.0,0.0,,0.0,,,-1.644,,-3.235,0.946,-6.366,0.03,-8.672,-1.644,,0.0,20.049,20.049,,0.124,0.0,0.0,0.0,,,21.653,,4.747,1349521.0,0.0,14.1027,1.74,2.83,1.68
249,2012-10-22,87916520,90053.0,44913.0,3.65000009536743,3.76999998092651,3.65000009536743,400.0,-0.00815216638147831,3.59999990463257,3.73000001907349,2712.0,3.76999998092651,,-0.00815216638147831,022761,2012-06-30,2012.0,1.0,3.0,TIK,879165207,TEL-INSTRUMENT ELECTRONICS,2012Q2,2012Q1,Q,2012-08-20,11.108,1.407,2.061,1.407,,,,13.169,2.7098,3.702,0.673,0.167,0.167,0.841,2.67,2.711,0.0,2.711,0.673,1.737,0.053,,0.026,0.003,0.0,,0.0,-0.668,-0.668,-0.668,38.9,0.0,0.0,7.102,7.621,1.846,13.169,9.467,-0.668,0.25,-0.897,-0.832,,0.654,0.0,,2.308,2.308,1.177,1.177,0.022,3.702,0.0,1.112,0.0,,0.0,-0.164,,,,3.487,0.132,2.074,0.579,1.233,,0.0,0.001,,-0.247,0.841,,0.0,0.1,0.081,,0.053,0.0,0.0,,-0.001,,,-0.668,0.084,-2.079,-0.001,-0.668,0.25,-0.245,-0.832,,0.0,1.177,1.177,,0.022,-0.163,0.0,-0.164,,,2.074,0.579,1.233,250986.0,0.0,9.9762,3.6799,7.2,3.38
250,2012-10-22,45408X30,91201.0,50471.0,0.161899998784065,0.170000001788139,0.162499994039535,10200.0,0.0149906054139137,0.162499994039535,0.170000001788139,60062.0,0.165800005197525,,0.0149906054139137,166491,2012-06-30,2012.0,1.0,3.0,IGC,45408X308,INDIA GLOBALIZATION CAPITAL,2012Q2,2012Q1,Q,2012-08-20,5.214,1.006,19.612,11.242,,,,24.826,27.6023,14.459,0.0,0.719,0.719,0.936,27.6023,60.062,,60.062,2.224,0.0,0.084,,0.0,0.0,0.939,,2.224,-0.528,-0.541,-0.528,,3.836,4.775,0.43,4.745,4.695,24.826,9.44,-0.528,-0.368,-0.109,-0.572,14.373,8.37,,,1.451,1.451,1.268,1.268,0.0,15.386,0.0,0.0,0.714,,0.0,-0.031,,,,0.469,0.011,1.377,,0.441,,0.0,0.0,,0.156,0.936,,0.0,0.0,0.084,,0.084,0.0,0.0,,0.009,,,-0.541,0.0,-0.048,0.249,-0.528,-0.368,-0.081,-0.572,,0.0,1.268,1.268,,0.0,-0.004,0.0,-0.031,,,1.377,,0.441,5461853.0,0.0,13.8743,0.231,0.51,0.19
251,2012-10-22,16949H20,93274.0,53355.0,0.639999985694885,0.699899971485138,0.680000007152557,1500.0,-0.0284325834363699,0.689999997615814,0.699899971485138,22187.0,0.699899971485138,10.0,-0.0284325834363699,183224,2012-06-30,2012.0,2.0,12.0,CNET,16949H201,CHINANET ONLINE HOLDINGS,2012Q2,2012Q2,Q,2012-08-20,38.023,0.27,21.808,20.142,,,,59.831,20.9453,42.517,0.0,8.572,8.572,9.364,20.9453,22.187,,22.187,0.0,0.138,0.409,,0.0,0.0,11.077,,0.0,0.895,1.043,0.895,,7.686,18.763,0.0,9.265,1.935,59.831,11.2,0.895,0.013,1.217,0.821,3.347,1.666,,,15.591,9.476,13.127,13.127,0.01,48.631,0.0,0.27,1.797,-0.177,3.439,-0.222,,,,28.758,0.0,11.91,0.425,2.546,,0.553,0.046,,-2.123,21.902,,0.0,0.0,0.818,,0.818,0.0,0.005,,-0.227,,,0.752,,,-3.049,0.529,-0.176,1.092,0.766,,0.0,28.062,28.062,,0.027,-0.558,0.073,0.014,,,26.302,0.756,4.4,1066343.0,0.0,15.5198,0.6995,1.2999,0.59
252,2012-10-22,55677710,13649.0,54229.0,14.6000003814697,14.6499996185303,14.6000003814697,2900.0,0.00412657624110579,14.6000003814697,14.6499996185303,3193.0,14.6000003814697,18.0,0.00412657624110579,015149,2012-03-31,2012.0,1.0,12.0,MCBK,556777100,MADISON COUNTY FINANCIAL INC,2012Q1,2012Q1,Q,2012-08-20,,,,41.345,,,,232.635,4.761,31.251,,15.698,,0.568,4.761,0.0,0.0,0.0,0.0,6.6,0.107,,,,0.481,,,1.129,1.129,1.129,,0.944,1.425,0.582,,,232.635,201.384,1.129,-0.284,2.006,1.615,,2.366,0.0,,172.644,,,3.569,,31.251,0.0,1.042,,,,0.486,,,,,,1.563,,0.995,,0.0,0.0,,8.991,0.568,,0.0,0.2,0.107,,0.107,0.0,0.0,,-7.936,,,1.129,0.482,0.215,13.03,1.129,-0.284,3.897,1.615,,0.0,,3.569,,,-0.091,0.0,0.486,,,1.563,,0.995,,,,,,
253,2012-10-22,55677710,13649.0,54229.0,14.6000003814697,14.6499996185303,14.6000003814697,2900.0,0.00412657624110579,14.6000003814697,14.6499996185303,3193.0,14.6000003814697,18.0,0.00412657624110579,015149,2011-12-31,2011.0,4.0,12.0,MCBK,556777100,MADISON COUNTY FINANCIAL INC,2011Q4,2011Q4,Q,2012-08-20,,,,39.847,,,,238.668,4.761,30.131,,6.707,,0.746,4.761,0.0,0.0,0.0,7.0,19.9,0.051,,,,0.481,,,0.771,0.771,0.771,,0.989,1.47,0.621,,,238.668,208.537,0.771,-0.362,1.481,1.068,,2.54,0.0,,188.953,,,3.35,,30.131,0.0,0.947,,,,0.297,,,,,,1.869,,1.123,,0.0,0.142,,3.935,2.897,,1.1,2.0,0.427,,0.427,0.0,0.0,,15.553,,,3.449,2.256,0.039,-14.897,3.449,-1.048,3.279,4.88,,0.0,,13.155,,,-0.329,1.847,1.431,,,6.8,,3.903,,,,,,
254,2012-10-22,16952T10,13596.0,54192.0,6.0,7.0,6.49989986419678,4687.0,-0.103462085127831,6.21999979019165,6.5,1575.0,7.0,33.0,-0.103462085127831,013845,2011-12-31,2011.0,4.0,12.0,CMGE,16952T100,CHINA MOBILE GAMES  -ADR,2011Q4,2011Q4,SA,2012-08-20,43.418,0.519,107.59,106.726,,,,151.008,23.648,126.5,0.0,29.749,29.749,5.041,23.648,21.624,,21.624,0.0,0.0,,,0.619,0.0,95.069,,0.0,17.312,17.337,17.312,,11.138,106.207,0.334,17.68,6.828,151.008,24.508,17.312,0.064,,7.639,1.143,0.864,,,9.131,8.917,9.913,9.913,,126.5,0.0,0.146,1.999,-8.774,1.766,-9.698,,,,25.738,0.0,7.424,1.539,2.383,,0.0,0.798,,13.219,17.214,,0.0,0.0,3.379,,,0.0,1.335,,-1.335,,,25.953,,0.004,-2.635,24.072,0.194,17.233,20.245,,0.0,38.686,38.686,,0.129,-8.774,0.636,-5.708,,,24.902,3.903,7.688,,,,,,
255,2012-10-22,29330610,86122.0,34783.0,0.379999995231628,0.400000005960464,0.379999995231628,45635.0,-0.00052604783559218,0.379999995231628,0.389999985694885,26964.0,0.379999995231628,73.0,-0.00052604783559218,061971,2012-06-30,2012.0,2.0,12.0,ENG,293306106,ENGLOBAL CORP,2012Q2,2012Q2,Q,2012-08-20,78.068,1.605,30.74,27.461,,,,108.808,26.7488,48.665,31.393,8.024,1.553,55.155,26.7488,27.945,,26.964,31.393,0.0,0.466,,0.581,0.0,22.614,,0.0,-8.081,-8.081,-8.081,,2.343,24.957,0.0,60.143,0.0,108.808,60.143,-9.854,-0.003,-2.017,-2.861,,3.279,,,67.356,66.652,59.151,59.151,0.073,48.665,0.981,0.0,0.0,-6.166,0.0,5.22,,,,17.925,0.375,61.168,,6.013,,0.0,-0.037,,1.527,107.257,,0.0,0.0,0.986,,0.986,0.0,0.0,,14.874,,,-8.932,,0.0,-4.159,-9.994,-0.002,-9.188,-3.738,,0.0,118.323,118.323,,0.159,6.166,,5.194,,,120.396,,13.139,3460102.0,0.0,40.446,1.5,2.75,1.39
256,2012-10-22,16952T10,13596.0,54192.0,6.0,7.0,6.49989986419678,4687.0,-0.103462085127831,6.21999979019165,6.5,1575.0,7.0,33.0,-0.103462085127831,013845,2012-03-31,2012.0,1.0,12.0,CMGE,16952T100,CHINA MOBILE GAMES  -ADR,2012Q1,2012Q1,Q,2012-08-20,36.278,0.679,107.056,106.21,,,,143.334,23.648,129.716,0.0,21.266,21.266,3.863,23.648,21.624,,21.624,0.0,0.0,,,0.977,0.0,95.015,,0.0,2.989,2.989,2.989,,10.516,105.531,0.249,6.843,6.775,143.334,13.618,2.989,0.064,,3.315,1.223,0.846,,,8.687,8.685,8.628,8.628,0.3,129.716,0.0,0.284,1.881,,0.616,0.326,,,,29.435,0.0,6.509,1.365,2.646,,0.0,0.082,,-8.466,3.863,,0.0,0.0,1.017,,,0.0,10.004,,-10.004,,,2.989,,0.085,-0.429,2.989,0.064,1.968,3.315,,0.0,8.628,8.628,,0.3,-0.261,,0.326,,,6.509,1.365,2.646,,,,,,
257,2012-10-22,13322V10,10223.0,53458.0,1.52999997138977,1.63999998569489,1.62000000476837,76900.0,0.00621117418631911,1.60000002384186,1.62000000476837,13333.0,1.62999999523163,,0.00621117418631911,185166,2012-06-30,2012.0,2.0,12.0,CIS,13322V105,CAMELOT INFO SYSTEMS INC-ADR,2012Q2,2012Q2,Q,2012-08-20,251.234,2.417,55.843,51.432,,,,307.077,46.0093,235.433,,70.058,34.155,44.794,44.3783,45.691,0.0,45.691,,,1.075,,,0.0,,,0.0,2.414,2.874,2.414,,49.015,49.015,,67.276,4.368,307.077,71.644,2.414,0.21,4.601,3.632,,4.411,0.0,,161.439,161.439,62.086,62.086,0.488,235.433,0.0,,,,,0.758,,,,183.958,0.054,57.485,1.797,12.691,,3.5,0.311,,-22.973,88.268,,2.881,8.127,2.03,,2.03,0.0,0.0,,-10.346,,,1.811,,,8.92,1.576,0.559,-21.567,2.276,,0.0,119.209,119.209,,2.097,0.37,,0.465,,,115.219,3.464,26.951,9461237.0,0.0,,2.32,3.94,1.95
258,2012-10-22,20627710,93153.0,53295.0,4.19000005722046,4.30000019073486,4.30000019073486,4200.0,0.016548503190279,4.21999979019165,4.28999996185303,12000.0,4.26999998092651,,0.016548503190279,183896,2012-06-30,2012.0,2.0,12.0,CCM,206277105,CONCORD MEDICAL SVCS  -ADR,2012Q2,2012Q2,Q,2012-08-20,90.025,89.528,305.342,134.172,,,,395.367,46.9938,311.428,15.069,26.766,20.578,1.262,46.9938,47.451,0.394,46.167,17.43,27.296,5.394,,2.039,0.661,0.0,,2.361,5.825,5.994,5.825,,22.706,22.706,0.0,36.184,31.15,395.367,67.334,5.825,0.297,14.291,8.648,,171.17,3.55,,51.108,51.108,21.343,21.343,0.356,328.033,1.284,2.984,2.878,,3.662,2.654,,,,53.841,0.546,7.052,,5.79,,,,,,2.927,,,,,,10.787,0.0,,,,,,9.962,,,,9.664,0.334,,14.009,,,38.291,38.291,,0.717,,,4.047,,,12.678,,9.751,1772578.0,0.0,,2.93,3.91,2.59
